28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,6,1.0
28/05/201915:00,14,1.0
28/05/201915:00,29,1.5
28/05/201915:00,33,1.5
28/05/201915:00,9,1.0
28/05/201915:00,0,0.75
28/05/201915:00,11,2.0
28/05/201915:00,32,1.75
28/05/201915:00,41,2.0
28/05/201915:00,36,1.375
28/05/201915:00,20,1.0
28/05/201915:00,5,0.75
28/05/201915:00,0,0.75
28/05/201915:00,15,1.5
28/05/201915:00,34,1.75
28/05/201915:00,43,1.5
28/05/201915:00,48,1.5
28/05/201915:00,50,1.5
28/05/201915:00,50,1.5
28/05/201915:00,52,1.5
28/05/201915:00,58,1.5
28/05/201915:00,58,1.5
28/05/201915:00,55,1.0
28/05/201915:00,21,1.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,18,1.5
28/05/201915:00,37,2.0
28/05/201915:00,44,1.5
28/05/201915:00,46,1.5
28/05/201915:00,49,1.5
28/05/201915:00,54,1.5
28/05/201915:00,51,1.0
28/05/201915:00,17,1.0
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,0,0.75
28/05/201915:00,13,1.375
28/05/201915:00,13,1.0
28/05/201915:00,18,1.5
28/05/201915:00,22,1.0
28/05/201915:00,21,1.0
28/05/201915:00,37,1.5
28/05/201915:00,44,1.5
28/05/201915:00,53,1.5
28/05/201915:00,54,1.5
28/05/201915:00,50,1.5
28/05/201915:00,58,1.5
28/05/201915:00,63,1.5
28/05/201915:00,67,1.5
28/05/201915:00,68,1.5
28/05/201915:00,69,1.5
28/05/201915:00,71,1.5
28/05/201915:00,72,1.75
28/05/201915:00,71,1.5
28/05/201915:00,70,1.5
28/05/201915:00,68,1.5
28/05/201915:00,60,1.5
28/05/201915:00,51,1.75
28/05/201915:00,49,1.75
28/05/201915:00,52,2.0
28/05/201915:00,57,2.0
28/05/201915:00,58,1.75
28/05/201915:00,62,1.5
28/05/201915:00,63,1.5
28/05/201915:00,62,1.5
